cell_id,lat,lon,risk_score,rainfall_score,terrain_score,lake_proximity_score
CELL_000082,28.085800191131607,85.44803205756041,57.00161005772229,0.4613149375674425,0.2761651508144494,0.9725682133497765
CELL_000083,28.086702577051327,85.44801907861147,59.4795574054091,0.4613149375674425,0.3500719387492935,0.9729998458455372
CELL_000084,28.087604962846797,85.4480060990624,50.674254491889755,0.4613149375674425,0.0867144545501259,0.9721982426391244
CELL_000085,28.088507348518014,85.44799311891323,54.81655618930167,0.4613149375674425,0.21215507938954828,0.9710266687220594
CELL_000086,28.089409734064986,85.44798013816394,54.329428086943125,0.4613149375674425,0.19973022969014953,0.9688376753507014
CELL_000087,28.090312119487695,85.44796715681449,57.66036346196667,0.4613149375674425,0.30190894609732283,0.9665870201942346
CELL_000088,28.07498305181829,85.44920514988584,48.91449565798263,0.4613149375674425,0.08778325882534299,0.9183366733466933
CELL_000089,28.07588543966297,85.4491921866325,63.80958498192967,0.4613149375674425,0.5257874723806587,0.9271851395097888
CELL_000090,28.07678782738344,85.4491792227797,52.82453796481853,0.4613149375674425,0.1881275371255331,0.9352936642515801
CELL_000091,28.077690214979707,85.44916625832745,58.33230563691485,0.4613149375674425,0.34571450593494685,0.9429397256050562
CELL_000092,28.078592602451753,85.4491532932757,51.61648082489766,0.4613149375674425,0.13770361235291095,0.9494758748265762
CELL_000093,28.079494989799596,85.44914032762445,60.48824144014525,0.4613149375674425,0.3976594214069164,0.9556728842299984
CELL_000094,28.080397377023214,85.44912736137367,58.653118202216405,0.4613149375674425,0.3372719798571502,0.9610066286418992
CELL_000095,28.081299764122612,85.44911439452333,55.90351643457856,0.4613149375674425,0.2500976311597554,0.9656929243101587
